Tag,Date,Time,PID,TID,Level,Message
M0237C9,06-07,09:46:18.709,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 2ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 6445, flag:0x10, SPS:1, PPS:1, pts:175842333
"
M0237CF,06-07,09:46:18.712,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2061, flag:0x10, SPS:1, PPS:1, pts:175884041
"
M0237D5,06-07,09:46:18.714,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 8317, flag:0x10, SPS:1, PPS:1, pts:175925750
"
M0237DB,06-07,09:46:18.716,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 7949, flag:0x10, SPS:1, PPS:1, pts:175967458
"
M0237E0,06-07,09:46:18.718,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 2ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 8489, flag:0x10, SPS:1, PPS:1, pts:176009166
"
M0237E6,06-07,09:46:18.720,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1785, flag:0x10, SPS:1, PPS:1, pts:176050875
"
M0237FC,06-07,09:46:18.733,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 35381, flag:0x10, SPS:1, PPS:1, pts:177886041
"
M023813,06-07,09:46:18.735,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2317, flag:0x10, SPS:1, PPS:1, pts:177927750
"
M023816,06-07,09:46:18.737,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4642, flag:0x10, SPS:1, PPS:1, pts:177969458
"
M02381A,06-07,09:46:18.739,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4512, flag:0x10, SPS:1, PPS:1, pts:178011166
"
M02381D,06-07,09:46:18.741,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1642, flag:0x10, SPS:1, PPS:1, pts:178052875
"
M023823,06-07,09:46:18.743,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4940, flag:0x10, SPS:1, PPS:1, pts:178094583
"
M023826,06-07,09:46:18.745,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4599, flag:0x10, SPS:1, PPS:1, pts:178136291
"
M02382A,06-07,09:46:18.746,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3693, flag:0x10, SPS:1, PPS:1, pts:178178000
"
M023830,06-07,09:46:18.748,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1249, flag:0x10, SPS:1, PPS:1, pts:178219708
"
M0238AC,06-07,09:46:18.947,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 28874, flag:0x10, SPS:1, PPS:1, pts:175717208
"
M0238B0,06-07,09:46:18.948,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2611, flag:0x10, SPS:1, PPS:1, pts:175758916
"
M0238B6,06-07,09:46:18.950,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 6574, flag:0x10, SPS:1, PPS:1, pts:175800625
"
M0238BC,06-07,09:46:18.952,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 6445, flag:0x10, SPS:1, PPS:1, pts:175842333
"
M0238BF,06-07,09:46:18.954,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2061, flag:0x10, SPS:1, PPS:1, pts:175884041
"
M0238C2,06-07,09:46:18.955,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 8317, flag:0x10, SPS:1, PPS:1, pts:175925750
"
M0238C5,06-07,09:46:18.958,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 7949, flag:0x10, SPS:1, PPS:1, pts:175967458
"
M0238CB,06-07,09:46:18.959,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 8489, flag:0x10, SPS:1, PPS:1, pts:176009166
"
M0238E9,06-07,09:46:18.975,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 39370, flag:0x10, SPS:1, PPS:1, pts:172839333
"
M0238EC,06-07,09:46:18.978,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1225, flag:0x10, SPS:1, PPS:1, pts:172881041
"
M0238F0,06-07,09:46:18.980,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2576, flag:0x10, SPS:1, PPS:1, pts:172922750
"
M0238F6,06-07,09:46:18.981,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2882, flag:0x10, SPS:1, PPS:1, pts:172964458
"
M0238F9,06-07,09:46:18.983,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2575, flag:0x10, SPS:1, PPS:1, pts:173006166
"
M0238FF,06-07,09:46:18.985,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1161, flag:0x10, SPS:1, PPS:1, pts:173047875
"
M023902,06-07,09:46:18.987,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2569, flag:0x10, SPS:1, PPS:1, pts:173089583
"
M023905,06-07,09:46:18.989,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3927, flag:0x10, SPS:1, PPS:1, pts:173131291
"
M023924,06-07,09:46:19.006,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 39420, flag:0x10, SPS:1, PPS:1, pts:162412250
"
M02392B,06-07,09:46:19.008,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4122, flag:0x10, SPS:1, PPS:1, pts:162453958
"
M023930,06-07,09:46:19.010,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3945, flag:0x10, SPS:1, PPS:1, pts:162495666
"
M023933,06-07,09:46:19.012,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1259, flag:0x10, SPS:1, PPS:1, pts:162537375
"
M023937,06-07,09:46:19.013,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4388, flag:0x10, SPS:1, PPS:1, pts:162579083
"
M02393A,06-07,09:46:19.015,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3940, flag:0x10, SPS:1, PPS:1, pts:162620791
"
M023940,06-07,09:46:19.018,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3425, flag:0x10, SPS:1, PPS:1, pts:162662500
"
M023943,06-07,09:46:19.019,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1354, flag:0x10, SPS:1, PPS:1, pts:162704208
"
M023962,06-07,09:46:19.035,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 41670, flag:0x10, SPS:1, PPS:1, pts:154863041
"
M023965,06-07,09:46:19.036,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1052, flag:0x10, SPS:1, PPS:1, pts:154904750
"
M02396B,06-07,09:46:19.038,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1196, flag:0x10, SPS:1, PPS:1, pts:154946458
"
M02396E,06-07,09:46:19.040,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1378, flag:0x10, SPS:1, PPS:1, pts:154988166
"
M023974,06-07,09:46:19.042,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1731, flag:0x10, SPS:1, PPS:1, pts:155029875
"
M023977,06-07,09:46:19.043,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1439, flag:0x10, SPS:1, PPS:1, pts:155071583
"
M02397A,06-07,09:46:19.045,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1172, flag:0x10, SPS:1, PPS:1, pts:155113291
"
M02397F,06-07,09:46:19.047,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1563, flag:0x10, SPS:1, PPS:1, pts:155155000
"
M023986,06-07,09:46:19.049,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1892, flag:0x10, SPS:1, PPS:1, pts:155196708
"
M0239CB,06-07,09:46:19.078,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 43223, flag:0x10, SPS:1, PPS:1, pts:145353541
"
M0239CE,06-07,09:46:19.080,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 793, flag:0x10, SPS:1, PPS:1, pts:145395250
"
M0239D4,06-07,09:46:19.082,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 875, flag:0x10, SPS:1, PPS:1, pts:145436958
"
M0239D7,06-07,09:46:19.083,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1042, flag:0x10, SPS:1, PPS:1, pts:145478666
"
M0239DD,06-07,09:46:19.085,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1222, flag:0x10, SPS:1, PPS:1, pts:145520375
"
M0239E0,06-07,09:46:19.087,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1417, flag:0x10, SPS:1, PPS:1, pts:145562083
"
M0239E3,06-07,09:46:19.089,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1017, flag:0x10, SPS:1, PPS:1, pts:145603791
"
M0239E9,06-07,09:46:19.091,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1272, flag:0x10, SPS:1, PPS:1, pts:145645500
"
M023A2B,06-07,09:46:19.126,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 42314, flag:0x10, SPS:1, PPS:1, pts:128253125
"
M023A2F,06-07,09:46:19.129,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 28608, flag:0x10, SPS:1, PPS:1, pts:128294833
"
M023A33,06-07,09:46:19.131,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3808, flag:0x10, SPS:1, PPS:1, pts:128336541
"
M023A38,06-07,09:46:19.133,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3159, flag:0x10, SPS:1, PPS:1, pts:128378250
"
M023A3E,06-07,09:46:19.135,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4229, flag:0x10, SPS:1, PPS:1, pts:128419958
"
M023A41,06-07,09:46:19.136,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4067, flag:0x10, SPS:1, PPS:1, pts:128461666
"
M023A44,06-07,09:46:19.138,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 5155, flag:0x10, SPS:1, PPS:1, pts:128503375
"
M023A47,06-07,09:46:19.140,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2452, flag:0x10, SPS:1, PPS:1, pts:128545083
"
M023A61,06-07,09:46:19.156,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 37250, flag:0x10, SPS:1, PPS:1, pts:126918458
"
M023A67,06-07,09:46:19.158,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 29304, flag:0x10, SPS:1, PPS:1, pts:126960166
"
M023A6D,06-07,09:46:19.160,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 2ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2325, flag:0x10, SPS:1, PPS:1, pts:127001875
"
M023A70,06-07,09:46:19.162,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1827, flag:0x10, SPS:1, PPS:1, pts:127043583
"
M023A74,06-07,09:46:19.164,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2408, flag:0x10, SPS:1, PPS:1, pts:127085291
"
M023A77,06-07,09:46:19.165,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4799, flag:0x10, SPS:1, PPS:1, pts:127127000
"
M023A7D,06-07,09:46:19.167,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4477, flag:0x10, SPS:1, PPS:1, pts:127168708
"
M023A80,06-07,09:46:19.169,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3560, flag:0x10, SPS:1, PPS:1, pts:127210416
"
M023AB0,06-07,09:46:19.193,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 39376, flag:0x10, SPS:1, PPS:1, pts:112987875
"
M023AB4,06-07,09:46:19.195,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1586, flag:0x10, SPS:1, PPS:1, pts:113029583
"
M023AB8,06-07,09:46:19.197,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2169, flag:0x10, SPS:1, PPS:1, pts:113071291
"
M023ABD,06-07,09:46:19.199,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2880, flag:0x10, SPS:1, PPS:1, pts:113113000
"
M023AC3,06-07,09:46:19.201,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4037, flag:0x10, SPS:1, PPS:1, pts:113154708
"
M023AD3,06-07,09:46:19.203,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3237, flag:0x10, SPS:1, PPS:1, pts:113196416
"
M023AD6,06-07,09:46:19.204,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3636, flag:0x10, SPS:1, PPS:1, pts:113238125
"
M023AD9,06-07,09:46:19.206,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2098, flag:0x10, SPS:1, PPS:1, pts:113279833
"
M023B06,06-07,09:46:19.227,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 32195, flag:0x10, SPS:1, PPS:1, pts:104562791
"
M023B0A,06-07,09:46:19.229,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 19913, flag:0x10, SPS:1, PPS:1, pts:104604500
"
M023B13,06-07,09:46:19.236,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2746, flag:0x10, SPS:1, PPS:1, pts:104646208
"
M023B16,06-07,09:46:19.238,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1488, flag:0x10, SPS:1, PPS:1, pts:104687916
"
M023B19,06-07,09:46:19.239,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2136, flag:0x10, SPS:1, PPS:1, pts:104729625
"
M023B1F,06-07,09:46:19.241,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1714, flag:0x10, SPS:1, PPS:1, pts:104771333
"
M023B22,06-07,09:46:19.243,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1996, flag:0x10, SPS:1, PPS:1, pts:104813041
"
M023B25,06-07,09:46:19.245,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1478, flag:0x10, SPS:1, PPS:1, pts:104854750
"
M023B65,06-07,09:46:19.274,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 47572, flag:0x10, SPS:1, PPS:1, pts:88046291
"
M023B68,06-07,09:46:19.276,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 30037, flag:0x10, SPS:1, PPS:1, pts:88088000
"
M023B6B,06-07,09:46:19.278,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4730, flag:0x10, SPS:1, PPS:1, pts:88129708
"
M023B6E,06-07,09:46:19.279,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4820, flag:0x10, SPS:1, PPS:1, pts:88171416
"
M023B76,06-07,09:46:19.283,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 3ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4877, flag:0x10, SPS:1, PPS:1, pts:88213125
"
M023B7B,06-07,09:46:19.285,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4896, flag:0x10, SPS:1, PPS:1, pts:88254833
"
M023B7E,06-07,09:46:19.287,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2502, flag:0x10, SPS:1, PPS:1, pts:88296541
"
M023B81,06-07,09:46:19.288,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 5816, flag:0x10, SPS:1, PPS:1, pts:88338250
"
M023BB1,06-07,09:46:19.311,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 34350, flag:0x10, SPS:1, PPS:1, pts:74824750
"
M023BB5,06-07,09:46:19.313,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 29487, flag:0x10, SPS:1, PPS:1, pts:74866458
"
M023BBA,06-07,09:46:19.315,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2553, flag:0x10, SPS:1, PPS:1, pts:74908166
"
M023BC1,06-07,09:46:19.317,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1697, flag:0x10, SPS:1, PPS:1, pts:74949875
"
